subject_name,course_name,course_url
Art & Design,Pen and Ink Illustration: The Basics for Creating Magical Drawings,/course/kadenze-pen-and-ink-illustration-the-basics-for-creating-magical-drawings-13533
Art & Design,Powerful Presentations for Artists,/course/kadenze-powerful-presentations-for-artists-13534
Art & Design,Watercolor Magic: The Basics of Color Mixing and Color Harmony,/course/kadenze-watercolor-magic-the-basics-of-color-mixing-and-color-harmony-13535
Art & Design,"Ableton Live 10, Part 1: The Interface & The Basics",/course/kadenze-ableton-live-10-part-1-the-interface-the-basics-13536
Art & Design,Anyone Can Watercolor: The Basics for Creating Magical Pieces,/course/kadenze-anyone-can-watercolor-the-basics-for-creating-magical-pieces-13537
Art & Design,Fundamentos de fotografía documental,/course/edx-fundamentos-de-fotografia-documental-12533
Art & Design,Creación musical con Soundcool: Introducción,/course/edx-creacion-musical-con-soundcool-introduccion-12332
Art & Design,3D Modeling from Architectural Drawings,/course/edx-3d-modeling-from-architectural-drawings-11590
Art & Design,Music For Wellness,/course/edx-music-for-wellness-6862
Art & Design,Vocal Recording Technology,/course/edx-vocal-recording-technology-1985
Art & Design,Lánzate a la Innovación con Design Thinking,/course/edx-lanzate-a-la-innovacion-con-design-thinking-9363
Art & Design,Fundamentos de la guitarra eléctrica y acústica,/course/edx-fundamentos-de-la-guitarra-electrica-y-acustica-11422
Art & Design,Crear música con tecnología,/course/edx-crear-musica-con-tecnologia-10239
Art & Design,Producción musical y su efecto en la composición,/course/edx-produccion-musical-y-su-efecto-en-la-composicion-10251
Art & Design,Grabar y mezclar música,/course/edx-grabar-y-mezclar-musica-10252
Art & Design,Imprimiendo en 3D,/course/miriadax-imprimiendo-en-3d-14617
Art & Design,Music Theory Level 1: Part Six,/course/kadenze-music-theory-level-1-part-six-13625
Art & Design,"Ableton Live 10, Part 4: Sound Design & Samplers",/course/kadenze-ableton-live-10-part-4-sound-design-samplers-13626
Art & Design,"Ableton Live 10, Part 5: Audio & MIDI Effects",/course/kadenze-ableton-live-10-part-5-audio-midi-effects-13627
Art & Design,Easy Watercolor Sweets & Treats! Step by Step Beginner Level ,/course/kadenze-easy-watercolor-sweets-treats-step-by-step-beginner-level-13628
Art & Design,Doodle Magic | Basic & Advanced Techniques ,/course/kadenze-doodle-magic-basic-advanced-techniques-13629
Art & Design,"Fun & Loose Watercolor Florals, Leaves, & Butterflies",/course/kadenze-fun-loose-watercolor-florals-leaves-butterflies-13630
Art & Design,Music Theory Level 1: Part Five,/course/kadenze-music-theory-level-1-part-five-13631
Art & Design,Vocal Techniques 101,/course/kadenze-vocal-techniques-101-13632
Art & Design,"Ableton Live 10, Part 6: DJ Techniques & Controller",/course/kadenze-ableton-live-10-part-6-dj-techniques-controller-13633
Art & Design,Realistic Architectural 3D Modeling,/course/edx-realistic-architectural-3d-modeling-11593
Art & Design,18th-Century Opera: Handel & Mozart,/course/edx-18th-century-opera-handel-mozart-12061
Art & Design,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",/course/edx-19th-century-opera-meyerbeer-wagner-verdi-12384
Art & Design,Reinvent yourself: Unleash your creativity,/course/edx-reinvent-yourself-unleash-your-creativity-4936
Art & Design,Defining the String Quartet II: Beethoven,/course/stanford-openedx-defining-the-string-quartet-ii-beethoven-13490
Art & Design,Beyond Brockhaus Thinking: With Design Thinking to a Networked Culture,/course/openhpi-beyond-brockhaus-thinking-with-design-thinking-to-a-networked-culture-12782
Art & Design,Creating and Sustaining an Innovation Culture,/course/edx-creating-and-sustaining-an-innovation-culture-10301
Art & Design,Idea Development: Create and Implement Innovative Ideas,/course/edx-idea-development-create-and-implement-innovative-ideas-10289
Art & Design,Design Thinking and Challenge Management,/course/opensap-design-thinking-and-challenge-management-13707
Art & Design,Soundcool: Módulos de vídeo y propuestas creativas,/course/edx-soundcool-modulos-de-video-y-propuestas-creativas-13448
Art & Design,แอนิเมชั่น 3 มิติ ขั้นเริ่มต้น-ขั้นกลาง|3ds Animation Foundation,/course/thaimooc----3---------3ds-animation-foundation-15016
Art & Design,การผลิตรายการโทรทัศน์|Television Program Production,/course/thaimooc----television-program-production-15019
Art & Design,การออกแบบกราฟิกโดยใช้คอมพิวเตอร์|Computer Based Graphics Design,/course/thaimooc-----computer-based-graphics-design-15021
Art & Design,การถ่ายภาพทางอากาศยานโดยอากาศยานไร้คนขับ (โดรน)|Aerial Photography by Drone,/course/thaimooc------aerial-photography-by-drone-15058
Art & Design,Interpreting Vernacular Architecture in Asia,/course/edx-interpreting-vernacular-architecture-in-asia-11421
